㒵	かお
卹	しゅつ,しゅち,そつ,そち,うれ
卺	きん,さかずき
卻	きゃく,かえ,しりぞ
卽	そく,しょく,つ,すなわ,もし
卾	がく,うわあご
卿	けい,きょう,きみ
厂	かん,かりがね
厃	せん,ぎ,えん,あお,たるき,のき
厄	やく
厇	たく,ちゃく,さ,はりつ,ひら
厈	かん,かりがね,がんだれ
厎	し,てい,きい,ち,と,といし
厓	がい,げ,ぎ,がけ,きし,かたえ
厔	しつ,しち,ささ,と
厖	ぼう,おおき
厘	りん
厙	しゃ
厚	こう,あつ,あか
厝	さく,そ,せき,じゃく,といし,ま
原	げん,はら
厠	し,しょく,かわや
厡	げん,はら,もと,たず,ゆる
厤	れき,りゃく,おさ
厥	けつ,くつ,その,それ
厦	か,さ,いえ
厨	しゅう,ず,ちゅ,ちゅう,くりや
厩	きゅう,うまや
厪	きん,ごん,こや
厫	ごう,くら
厭	えん,おん,あん,おう,ゆう,よう
厮	し,こもの
厯	れき,こよみ
厰	しょう
厲	れい,らい,れつ,れち,といし,と
厳	げん,ごん,おごそ,きび,いか,いつくし
厴	えん
厵	げん,みなもと
厶	し,ぼう,む,わたくし,ござ
厷	こう,かいな,ひじ,まる
厸	りん,とな,となり
厺	きょ,こ,さ
去	きょ,こ,さ
厽	るい,さん,かべ
叀	せん,つつし,か
参	さん,しん,まい,まじわる,みつ
參	さん,しん,まい,まじわる,みつ
叅	さん,しん,まい,まじ,みつ
又	ゆう,また
叉	さ,しゃ,さい,また
及	きゅう,およ,および
友	ゆう,とも
双	そう,ふた,たぐい,ならぶ,ふたつ
反	はん,ほん,たん,ほ,そ,かえ
収	しゅう,おさ
叏	かい,けつ,けち,わ
叒	にゃく,しゃく,したが
叓	し,ず,こと,つか
叔	しゅく
叕	てい,てつ,てち,げつ,い,と
取	しゅ,と,とり,ど
受	じゅ,う
叙	じょ,つい,ついで
叚	か,け
叛	はん,ほん,そむ
叝	こう
叞	い,じょう
叟	そう,しゅう,おきな
叠	じょう,ちょう,たた,たたみ,かさ
叡	えい,あき
叢	そう,す,くさむら,むら
口	こう,く,くち
古	こ,ふる
句	く
另	れい,りょう,わか,さ,べつ
叧	か,け,わ,さ
叨	とう,みだりに
叩	こう,たた,はた,すぎ
只	し,ただ
叫	きょう,さけ
召	しょう,め
叭	はつ
叮	てい
可	か,こく,べ
台	だい,たい,うてな,われ,つかさ
叱	しつ,しち,か,しか
史	し
右	う,ゆう,みぎ
叵	は,でき,すこぶる,ついに
叶	きょう,かな
号	ごう,さけ,よびな
司	し,つかさど
叺	かます
吁	く,う,ああ
吂	ぼう,もう,おいぼ
吃	きつ,ども
各	かく,おのおの
合	ごう,がっ,かっ,あ,あい
吉	きち,きつ,よし
吊	ちょう,つ,つる
吋	とう,どう,すん,いんち
同	どう,おな
名	めい,みょう,な
后	こう,ご,きさき
吏	り
吐	と,は,つ
向	こう,む,むこ,むか
吒	た
吓	か,おど
吚	い,き,うめ
君	くん,きみ,ぎみ
吝	りん,しわ,やぶさ,おし
吞	どん,とん,てん,のむ
吟	ぎん
吠	はい,べい,ほえ,ほ
吡	ひつ,びち,ひ,そし
吤	かい,け,か,こえ
否	ひ,いな,いや
吧	は,へ
吨	とん
吩	ふん,ふ
吪	ぐう,げ,か,うご
含	がん,ふく
听	きん,ぽんど,わら
吭	こう,のど
吮	せん,しゅん,す
启	けい,ひら
吱	し,き
吴	ご,く,くれ
吵	びょう,みょう,そう,しょう,さえず,こえ
吶	とつ,ども
吸	きゅう,す
吹	すい,ふ
吻	ふん,ぶん,くちわき,くちさき
吼	こう,く,ほ
吽	こう,うん,いん,おん,ぐ,ほえ
吾	ご,われ,わが,あ
呀	が,か,あ
呂	ろ,りょ,せぼね
呃	あく,あい,な
呄	こく
呆	ほう,ほけ,ぼ,あき,おろか
呇	けい
呈	てい
呉	ご,く,くれ
告	こく,つ
呍	こう,うん,いん,おん,ぐ,ほえ
呎	しゃく,ふいいと
呏	しょう,がろん,くおおと
呑	とん,どん,の
呞	し,ち,かみかえ
呟	げん,つぶや
呢	じ,に
呤	れい,りょう,ささや
呦	ゆ,おう,ゆう,よう,むせ,さけ
呧	てい,たい,そし,しか
周	しゅう,まわ
呩	し,たしな,この
呪	じゅ,しゅ,しゅう,ず,まじな,のろ
呫	ちょう,しょう,てん,な,ささや,しゃべ
呬	き,ち,れい,りょう,いき,いこう
呭	えい,せつ,せち,しゃべ,たの
呮	き,こしか
呰	し,さ
呱	こ
味	み,あじ
呴	く,こう
呵	か,しか,わら
呶	ど,どう,かまびす
呷	こう,あお,す
呻	しん,うめ,うめき
呼	こ,よ
命	めい,みょう,いのち
呿	か,きょ,こ,きょう,こう,ひら
咀	そ,しょ,か
咁	かん,ふく
咃	た
咄	とつ,はなし,しか
咅	とう
咆	ほう,ほ
咈	ふつ,ぶち,ひつ,びち,たが,いな
咉	おう,ふさ
咊	わ
咋	さく,さ,か,く,くら
和	わ,お,か,やわ,なご,あ
咍	かい,たい,わら,よろこ
咎	きゅう,こう,とが
咏	えい,よ,うた
咐	ふ,ほ
咑	だ
咒	じゅ,しゅ,しゅう,まじな,のろ,まじない
咕	こ,ぶつぶつい
咖	か
咜	た,と,しか
咟	かく
咠	しゅう,ゆう,ささやく,そしる
咡	じ,に,くちもと,くち
咢	がく,おどろく
咤	た,と,しか
咥	てつ,き,か,くわ
咦	い,き,たい,といき
咧	れつ,れち
咨	し,ああ,はか
咩	び,み
咪	び,べい,めえとる
咫	し,た
咬	こう,よう,か
咭	きつ,ぎち,かつ,けち
咮	とう,つ,ちゅう,しゅう,くちばし
咯	かく,は
咱	さつ,さち,さ,しゃ,われ
咲	しょう,さ,ざき
咳	かい,がい,せ,しわぶ,せき,しわぶき
咷	どう,ちゅう,てき,じゃく,な
咸	かん,げん
咹	あつ,あち,あん,ども,ささや,や
咺	けん,くん,おそ
咻	く,きょう,こう
咼	かい,け,くう,か,よこしま,くちがゆがむ
咽	いん,えん,えつ,むせ,のど,の
咾	ろう
咿	い,つくりわら
哀	あい,あわ,かな
品	ひん,ほん,しな
哂	しん,わら
哃	とう,ず
哄	こう
哆	し,た,しゃ,おお,おおくち
哇	あ,あい,え,わ,かい,けい
哈	ごう,は,そう
哉	さい,かな,や
哊	いく,は
响	きょう,ひび
哎	がい
哘	さそ
哠	こう,しゃべ
員	いん
哢	ろう,さえず
哥	か,こ,あに,うた
哦	が
哨	しょう,みはり
哩	り,まいる
哪	だ,な
哬	か,しか,せ
哭	こく,なげ,な
哮	こう,た,ほ
哯	けん,は
哱	ほつ,ほち,はい,へ,こえ,みだれる
哲	てつ,さとい,あきらか
哳	たつ,てち
哶	ば,め,ま,び,み
哺	ほ,はぐく,ふく
哼	こう,きょう,おび
哽	こう,むせ
哾	せつ,やつ,やち,な
哿	か,よい
唀	ゆう,しゅう,さそ,いざな
唁	げん,ごん,とむら
唄	ばい,うた
唅	かん,こん,ふく
唆	さ,そそ,そそのか
唇	しん,くちびる
唈	おう,ゆう,なげ,むせ
唉	かい,き,あい,い,ああ,あお
唌	せん,たん,えん,なげ
唍	かん,げん,ほほえ
唎	り,こえ
唏	き,なげ
唐	とう,から
唔	ご
唕	そう,さわが
唖	あ,あく,おし
唪	ほう,ほ,ぶ,おおごえ
唫	ごん,きん,ども,うたうた
售	しゅう,う
唯	ゆい,い,ただ
唱	しょう,とな
唲	じ,に,あい,へつら,かたこと
唳	れい,れつ
唵	あん,おん,ふく
唶	しゃ,せき,しゃく,さく,な
唸	てん,うな,うなり
唹	お
唻	らい,うたう
唼	しょう,そう,くら,すす,ついば,ふ
唽	せき,しゃく
唾	だ,た,つば,つばき
啀	がい,いがむ
啁	とう,ちょう,ちゅう,しゅう,たわむ
啄	たく,つく,とく,ついば,つつ
啅	たく,とう
商	しょう,あきな
啇	てき,ちゃく,せき,もと,ねもと,やわ
啉	らん,かまびす,むさぼ
啊	あ,こえ
啌	くう,こう
啍	とん,しゅん,たい,て,きょう,こう
問	もん,と,とん
啐	さい,せ,さ,しゅつ,しゅち,かつ
啑	そう,しょう
啓	けい,ひら,さと
啖	たん,く,くらわ
啗	たん,く
啘	えん,せつ,えつ
啚	ひ,と,お
啛	さい,せ,な
啜	せつ,てつ,すす
啝	わ,したが
啞	あ,おし
啠	てつ,さとい,あき,し,さば
啡	はい,へ,ひ,いびき,つば
啣	かん,くわ,くつわ
啤	ひ
啦	ろう
啻	し,ただ
啼	てい,な
啽	がん,ごん,いびき,とじる
啾	しゅう,な
啿	たん,どん,ゆたか
喀	かく,は
喁	ぐ,ごう,きょう,あぎとう
喂	い,き,かい,なげ
喃	なん,の
善	ぜん,よ,い,よし
喆	てつ
喇	らつ,ら
喈	かい
喉	こう,のど
喊	かん,やく,さけ
喋	ちょう,とう,しゃべ,ついば
喎	かい,け,くう,か,よこしま,くちがゆが
喏	しゃ,にゃ,じゃく,にゃく,だく,はい
喑	いん,おん,あん,おし,さけ
喒	さん,われ
喓	よう,こえ
喔	あく,らく,おく
喗	ぎん,ごん,ぐん
喘	ぜん,せん,あえ,せき
喙	かい,がい,くちばし
喚	かん,わめ
喜	き,よろこ
喝	かつ
喞	しょく,そく,かこ
喟	き,かい,なげ
喣	く,いろ,あらわしし
喤	こう,おう,きょう,なきごえ
喧	けん,やかま,かまびす
喨	りょう,ろう
喩	ゆ,たと,さと
喪	そう,も
喫	きつ,の
喬	きょう,たか
喭	げん,がん,とむら,とりみだ
單	たん,ひとえ
喰	く
喲	やく
営	えい,いとな
喿	そう,しょう,さわ,かしま,すき
嗁	てい,だい,な
嗃	こう,きょう,きび,こえ,せ
嗄	さ,か,しゃが
嗅	きゅう,か
嗆	しょう,そう,ついば,むせ,つ
嗇	しょく,やぶさ,おし
嗉	そ
嗋	きょう,こう,おど
嗌	えき,やく,あく,あい,えい,のど
嗎	ば,ののし
嗑	こう,おしゃべり,あ,の,かた
嗒	とう,な
嗓	そう,のど
嗔	しん,いか
嗗	あつ,えち
嗘	けい,こえ
嗚	う,お,ああ
嗛	けん,かん,きょう,ふく,うら,へりくだ
嗜	し,たしな,この
嗝	かく,きゃく,しゃくり
嗞	し,なげ,わら
嗟	さ,しゃ,あ,ああ,なげ
嗢	おつ,らつ,らち,あつ,えち,むせぶ
嗣	し
嗤	し,わら
嗩	さ
嗶	ひつ,ひち
嗷	ごう,かまびす
嗹	れん,おしゃべり
嗽	そう,しゅう,そく,すす,ゆす,くちすす
嗾	ぞく,そく,そう,けしか,そそのか
嗿	たん,とん,こえ
嘅	かい,なげ
嘆	たん,なげ
嘈	そう,しょう,かまびす
嘉	か,よみ,よい
嘊	がい,いが
嘍	ろう,る,うるさ,みだ
嘎	かつ,けち
嘏	か,け,さいわ
嘐	ほう,ろうろう,ひょう,びゅう,みょう,こう
嘑	こ,く,さけ,な,よ
嘒	けい,け
嘔	おう,く,は,むかつ,うた
嘖	さく,さいな,さけ
嘗	しょう,じょう,かつ,こころ,な
嘘	きょ,こ,うそ,ふ
嘙	は
嘛	ま
嘨	しょう,しつ,しゅう,うそぶく,もぐぶく
嘩	か,け,かまびす
嘬	さい,せ,せい,か,むさぼ
嘯	しょう,しつ,うそぶ
嘰	き,け
嘱	しょく,たの
嘲	ちょう,とう,あざけ
嘳	かい,き,け,あわ,そし,ためいき
嘴	し,くちばし,はし
嘵	きょう,おそ
嘶	せい,いなな
嘷	こう,ほ,さけ
嘸	ぶ,む,さぞ,さぞや,さぞかし
嘹	りょう
嘻	き,い,いまし,やわら,ああ,わら
嘼	きゅう,く,ちゅう,やしな
嘽	たん,せん,た,あえ,よろこ,おお
嘿	ぼく,もく,こく,しず,だま,あざむ
噀	そん
噁	お,う,あく,おこ
噂	そん,うわさ
噃	はん,ぼん,こえ
噄	きつ
噆	そう,さん,ふく,か
噇	とう,たべる
噉	たん,く
噋	とん,かく,たた
噌	そう,しょう,そ,かまびす
噍	しょう,しゅう,しゅ,しゃく,ざく,か
噎	いつ,えつ,む,むせ
噏	きゅう,す
噐	き,うつわ
噓	きょ,ふく,うそ
噔	とう
噛	こう,ごう,か
噞	げん,あぎとう,はげ
噠	たつ,たち
噡	とう,せん,たん,うわごと,たわごと,うるさくしゃべ
噢	ゆう,いく,う,く,うめ
噣	ちゅ,ちゅう,とう,つ,しょく,そく
噤	きん,つぐ
噦	えつ,おち,えち,き,け,けい
器	き,うつわ
噩	がく,かく,おごそ,おどろ
噪	そう,さわ
噫	い,あい,おく,ああ,おくび
噬	ぜい,か
噭	きょう,けき,きゃく,ほ,さけ,よ
噯	あい,がい,いき
噱	きゃく,がく
噲	かい,け,わい,え,かつ,かち
噴	ふん,ふ
噵	とう,みち
噶	かつ,かち
噸	とん
噺	はなし
嚀	ねい,にょう
嚄	かく,わく,わめ,ああ
嚅	じゅ,にゅ,やかま
嚆	こう,さけ
嚇	かく,おど
嚈	よう,えん
嚊	ひ,かかめ,かかあ,はないき
嚋	ちゅう,ちゅ,た,のろ
嚌	せい,かい,さい,な
嚏	てい,くしゃみ,くさめ,くさみ,はな,ひ
嚔	てい,くしゃみ,くさめ,くさみ,はな,ひ
嚕	ろ,かた,へつら
嚙	こう,ごう,か
嚚	ぎん,ごん,がん,げん,わる,おろ
嚝	かく,こう,さけ
嚞	てつ
嚟	り
嚠	りゅう,る
嚢	のう,どう,ふくろ
嚥	えん,の
嚦	れき,りゃく
嚧	ろ
嚨	ろう,る,のど
嚩	はく,ば,のろ
嚫	しん,ほどこ
嚬	ひん,ひそ
嚭	ひ,おお
嚮	こう,きょう,さきに,むか
嚱	き,こえ,ああ
嚲	た
嚳	こく,つ
嚴	げん,ごん,おごそ,きび,いか,いつくし
嚶	おう,な
嚷	じょう,わめ,どな
嚼	しゃく,か
嚾	かん,たん,よ,わめ,かまびす
囀	てん,さえず
囁	しょう,ささや
囂	ごう,きょう,かしま,かまびす
囃	さつ,そう,はや,はやし
囅	てん,てつ,てち
囈	げい
囉	ら,こえ
囊	のう,どう,ふくろ
囋	さつ,ざち,さん,こえ
囌	そ,よくしゃべ
囎	そ,しょう
囏	かん,けん,なや,かた,も
囐	さつ,ざち,がつ,がち,こえ,ただ
囑	しょく,たの
囓	げつ,けつ,かじ,か
囗	い,こく
囘	かい,え,まわ,もとお,か
囙	いん,よ,ちな
囚	しゅう,とら
四	し,よ,よっ,よん
囜	じん,にん,かしこ
囝	けん,がち,こども
回	かい,え,まわ,もとお,か
囟	しん,し,ひよめき
因	いん,よ,ちな
囡	じゅう,のう,なん
団	だん,とん,かたまり,まる
囤	とん,ざる
囥	こう,くら
囦	えん,かく,こう,ふち,かた,はなわ
囧	けい,きょう,そう,あきらか
囨	へん
囫	こつ,こち,まったし,はっきりしない
园	ばん,がん,たん,えん
囮	か,ゆう,おとり
困	こん,こま
囱	そう,す,まど,てんまど,けむだし
囲	い,かこ
図	ず,と,え,はか
囶	こく,くに
囷	きん,こん,くら
囹	れい
固	こ,かた
国	こく,くに
囿	ゆう,その
圀	こく,くに
圁	ぎん,ごん,がん,げん
圂	こん,かん,だん,かわや,わずら
圃	ほ,ふ,はたけ,にわ
圄	ご,ぎょ,ひとや
圇	りん
圈	けん,かこ
圉	ぎょ,ご,うまか,ひとや
圊	せい,しょう,かわや
國	こく,くに
圌	せん,すい,まる,かご
圍	い,かこ
圏	けん,かこ
圑	ほ,ふ,はたけ,にわ
園	えん,その
圓	えん,まる,まど,まろ
圕	しょ,としょかん
圖	ず,と,え,はか
團	だん,とん,かたまり,まる
圚	かい,え,もん
圛	えき,やく,めぐりゆ
圜	かん,えん,まる,めぐ
圝	らん,おうち,ひじき,まどか,まる
土	ど,と,つち
圠	あつ,えち,かす
圢	てい,ちょう,てん,たい
圣	こつ,くつ,こち,せい,たがや
圤	はく,ほく,つちくれ
圥	ろく,きのこ
圦	いり
圧	あつ,えん,おう,お,へ,おさ
在	ざい,あ
圩	う,お,い,きょ,つつ,きし
圪	ぎつ,ぎち,ごち,いつ,おち
圬	お,う,こ,こて,ぬ
圭	けい,け
圮	ひ,やぶ,くつが
圯	い,し
地	ち,じ
圳	しょう,しゅ,しん,そん,しゅん,みぞ
圴	しゃく,さく,しょう,あと
圷	あくつ
圸	まま
圻	き,ぎん,さか
圽	ぼつ,もち,う
圾	ぎゅう,ごう,しょく,せい,あや
圿	かつ,けち,あか,ちり
址	し,あと
坂	はん,さか
坅	きん,こん,さん,あな
坆	ばい,ふん,はか
均	きん,なら
坊	ぼう,ぼっ
坌	ほん,ふん,ちり,なら,あつ,わく
坍	たん,とん
坎	かん,あな
坏	はい,つき,おか
坐	ざ,さ,すわ,おわす,そぞろに,まします
坑	こう
坒	ひ,きざはし
坡	は,ひ,つつ
坢	はん,たい,ちり
坤	こん,つち,ひつじさる
坥	しょ,つつ
坦	たん,たいら
坧	しゃく,せき,どだい
坨	た,い,ち,じ,けわ,なな
坩	かん,つぼ
坪	へい,つぼ
坫	てん,ちん,さかい
坭	でい,ない,で,に,どろ
坮	たい,うてな,われ,つかさ
坯	ひ,はい,へ,おか
坰	けい,きょう
坱	おう,ちり
坳	おう,くぼ
坴	りく,ろく
坵	きゅう,おか
坷	か
坹	けつ,げち
坺	はつ,はち,ぼち
坻	ち,し,てい,たい,なぎさ,さか
坼	たく,ちゃく,さ,わか,ひら,さけめ
坾	ちょ,じょ
坿	ふ
垁	ち,じ
垂	すい,た,なんなんと
垃	らつ
垈	たい,だい,ぬた
垉	ほう
型	けい,かた,がた
垌	とう,つ,つぼ
垓	がい,かい,はて
垔	しゅ,しょう,とう,ず,ふさ
垕	こう,あつ,あか
垗	ちょう,とう,はふりどころ
垙	こう,くう,ちまた
垚	ぎょう
垜	だ,つみかさ
垝	き,やぶ,だい
垞	た
垟	よう
垠	ぎん,ごん,きし,さか
垡	はつ,ぼち,たがや
垢	こう,く,あか,はじ
垣	えん,かき
垤	てつ,ありづか
垧	けい,きょう
垨	しゅ,す,まも,もり,かみ
垩	せい,しょう,ひじり
垪	は
垬	こう,きょう,ぬ
垰	たわ,とうげ,たお,あくつ
垳	がけ,いげ,いけ
垸	かん,まろ
垽	ぎん,ごん,おり,めぐ
埀	すい,た,なんなんと
埃	あい,ほこり,ちり
埆	かく,きそ
埇	よう,ゆ,おきつち
埈	しゅん,かい,そばだ
埋	まい,う,うず,い
埌	ろう,つか
城	じょう,せい,しろ
埏	せん,えん,はかみち,のぼ,やわら,こ
埒	れつ,らつ,らち,かこ
埓	れつ,らつ,らち,かこ
埔	ほ
埕	てい,びん
埖	ごみ
埜	や,しょ,の
埝	てん,どう,にょう,ねん,した,ます
埞	てい,つつ
域	いき
埠	ふ,ほ,つか,はとば
埡	お,う,さと
埣	そつ
埤	ひ,へい,ます,あたえ,たす,ひくいひめがき
埦	わん,こばち
埧	く,つつ
埩	しょう,そう,たがや
埭	たい,せき
埰	さい,つか
埴	しょく,はに,へな
埵	た
埶	げい,せい,う,わざ,いきほい
執	しつ,しゅう,と
埸	えき,やく,さかい,あぜ
培	ばい,つちか
基	き,もと,もとい
埻	しゅん,た,だ,たい,て,こう
埼	き,さき,さい,みさき
埽	そう,しゅ,は
埾	きょ,しゅ
埿	でい,ない,はん,ぬ,こて
堀	くつ,ほり
堂	どう
堃	こん,つち,ひつじさる
堄	げい,げん,ひめがき
堅	けん,かた,がた
堆	たい,つい,うずたか
堈	こう,かめ,おか
堉	いく
堊	あく,あ,お,いろつち,しろつち
堋	ほう
堌	こ,く,つつ,つか
堍	と
堕	だ,お,くず
堙	いん,ふさ
堛	ひょく,ひき,きょく,つちくれ
堝	か,るつぼ
